437.88,467.99,458.3,1
451.96,462.67,469.67,1
447.69,460.55,469.83,1
448.24,462.05,468.53,1
449.94,463.7,465.33,1
439.49,469.36,456.97,1
437.09,470.04,454.69,1
441.17,469.06,462.12,1
447.55,463.69,465.73,1
449.05,461.72,468.81,1
435.71,472.2,450.21,1
446.96,462.37,465.28,1
440.67,469.08,458.77,1
444.9,461.9,466.1,1
439.03,469.25,456.98,1
438.54,469.99,455.75,1
447.99,463.3,468.01,1
440.34,465.67,462.48,1
432.01,473.61,449.64,1
441.42,465.23,457.24,1
446.12,465.67,466.34,1
442.26,466.75,460.3,1
444.41,462.79,461.93,1
438.69,469.2,456.08,1
446.72,460.51,467.72,1
446.59,462.75,468.41,1
435.32,469,454.42,1
445.33,465.1,461.22,1
435.89,469.9,454.65,1
444.36,464.87,460.26,1
440.09,472.05,455.36,1
448.86,461.57,469,1
438.46,466.7,460.08,1
442.92,463.15,462.46,1
433.57,474.26,449.46,1
436.91,471.65,451.46,1
437.06,467.85,456.64,1
448.88,460.03,471.19,1
440.07,468.16,457.81,1
445.93,462.58,465.11,1
433.52,473.38,449.69,1
433.61,474.99,451.28,1
443.67,466.17,462.36,1
443.74,464.22,462.19,1
443.39,469.33,457.85,1
444.33,467.2,464.64,1
437.16,470.01,454.22,1
448.45,465.06,465.47,1
442.66,468.08,461,1
437.29,474.09,453.4,1
451.17,462.46,470.56,1
437.07,471.68,452.44,1
446.25,464.28,462.87,1
446.2,466.26,460.36,1
436.37,471.86,452.56,1
446,462.4,467.01,1
433.01,472.24,450.12,1
444.35,465.65,464.86,1
442.69,465.84,463.71,1
450.83,460.49,469.27,1
436.19,470.61,454.39,1
434.48,470.95,449.77,1
443.68,465.26,462.1,1
443.92,465.55,462.18,1
434.09,476,449.78,1
440.03,467.73,459.91,1
441.77,467.54,463.13,1
437.61,469.37,456.69,1
438.97,469.35,456.48,1
445.44,465.03,467.3,1
441.12,471.1,457.11,1
441.49,466.58,458.17,1
443.11,468.85,459.03,1
447.2,462.83,465.88,1
447.11,465.43,462.54,1
436.86,470.08,456.52,1
444.37,465.94,463,1
433.06,472.2,452.4,1
450.23,460.48,468.36,1
435.09,471.89,451.65,1
443.06,465.34,464.18,1
446.07,463.83,465.01,1
439.29,468.59,456.33,1
436.56,468.01,452.67,1
433.31,475.17,451.55,1
446.91,462.3,467.29,1
434.42,471.03,452.68,1
443.56,467.51,459.79,1
432.93,474.45,448.54,1
434.44,474.88,447.51,1
436.96,472.38,451.46,1
444.56,467.64,460.69,1
447.85,461.6,466.74,1
436.01,471.63,451.67,1
448.85,461.7,466.25,1
436.96,470.22,454.24,1
444.53,465.24,463.07,1
447.87,466.23,463.52,1
444.01,463.35,464.75,1
432.7,471.85,449.05,1
442.47,466.55,456.81,1
438.28,469.83,455.7,1
443.78,468.07,461.01,1
442.71,465.68,462.6,1
440.35,464.98,459.7,1
444.55,464.77,460.55,1
443.37,464,462.29,1
440.6,467.94,458.15,1
451.2,459.22,469.19,1
438.28,471.64,453.41,1
433.9,474.24,451,1
438.67,471.53,454.11,1
438.03,467.31,456.94,1
438.78,465.83,459.07,1
432,474.74,450.36,1
435.89,472.19,448.91,1
448.95,461.93,468.47,1
433.56,472.86,447.07,1
434.74,468.64,454.51,1
432.78,473.88,449.05,1
438.43,468.81,460.21,1
434.58,472.88,453.49,1
442.18,466.44,458.6,1
445.41,465.01,467.86,1
447.85,461.43,466.95,1
434.96,471.92,451.93,1
444.11,464.86,461.35,1
436.22,471.45,451.88,1
439.09,467.84,458.31,1
440.41,467.05,459.6,1
432.05,473.97,452.63,1
434.99,470.8,451.31,1
440.75,465.13,461.17,1
444.25,465.65,463.54,1
447.78,463.68,464.25,1
438.56,471.09,456.83,1
444.18,464.96,461.78,1
438.67,468.19,458.91,1
448.8,463.48,469.88,1
443.93,464.16,466.84,1
449.59,462.01,472.09,1
441.65,466.5,458.53,1
431.92,471.01,450.78,1
435.12,471.48,452.17,1
445.41,463.78,463.39,1
439.79,465.28,459.56,1
435.33,472.38,450.43,1
445.73,463.08,462.25,1
446.36,463.67,465.33,1
433.26,471.9,450.86,1
443.04,466.1,462.95,1
443.69,467.18,464.99,1
442.95,465.92,458.94,1
438.72,470.94,454.87,1
450.97,461.48,469.92,1
435.03,471.8,452.19,1
451.46,461.26,466.82,1
431.82,472.42,448.12,1
438.22,470.97,457.69,1
440.27,467.1,461.4,1
433.07,471.14,451.42,1
438.32,468.8,454.05,1
444.54,465.1,462.36,1
446.37,465.57,465.58,1
443.27,467.74,459.06,1
446.03,464.54,464.98,1
436.53,473.32,450.94,1
451.39,462.32,469.72,1
442.53,463.21,460.33,1
438.82,468.52,454.72,1
452.33,460.44,468.64,1
440.01,469.97,456.41,1
432.73,473.78,452.24,1
444.43,461.25,465.92,1
443.21,466.06,461.41,1
445.86,461.75,465.93,1
441.99,468.77,459.01,1
434.94,470.17,449.42,1
441.21,466.46,457.23,1
445.02,464.69,463.73,1
450.89,460.14,469.12,1
442.55,464.97,458.12,1
447.85,464.41,464.73,1
444.47,463.88,463.06,1
445.29,464.88,466.23,1
443.56,464.18,460.49,1
441.77,466.51,459.88,1
446.42,466.99,463.53,1
442.68,465.14,458.74,1
438.17,468.1,454.83,1
441.57,469.14,461.61,1
445.91,460.35,467,1
431.2,472.17,448.57,1
441.97,467.75,457.77,1
438.22,471.7,455.94,1
448.71,463.41,468.06,1
430.63,473.52,451.02,1
442.93,464.78,462.44,1
441.68,465.57,463.25,1
449.43,461.14,471.08,1
449.09,459.88,467.41,1
442.24,468.52,462.46,1
439.61,466.33,457.78,1
437.52,470.68,454.32,1
438.51,469.4,458.25,1
442.11,467.52,459.9,1
439.27,469.04,460.68,1
445.51,465.48,465.89,1
444.35,464.89,460.83,1
436.97,470.89,455.15,1
439.55,469.4,457.13,1
433.89,472.78,449.07,1
437.71,469.47,454.09,1
448.43,463.92,465.01,1
446.97,462.42,469.11,1
446.32,463.71,465.34,1
438.06,470.07,457.21,1
443.91,466.62,464.01,1
444.22,464.68,460.9,1
440.49,468.75,458.72,1
440.35,470.98,454.87,1
445.22,463.34,461.49,1
439.31,467.22,457.4,1
438.63,467.57,456.29,1
445.22,465.07,464.13,1
439.14,468.63,456.76,1
432.85,473.97,448.62,1
435.18,471.72,447.83,1
449.62,462.02,467.07,1
436.02,472.29,448.84,1
434.32,471.61,448.5,1
446.83,459.62,467.66,1
444.07,465.62,462.33,1
440.66,468.23,459.1,1
442.52,467.44,459.34,1
433.89,474.86,449.71,1
435.85,472.18,448.69,1
444.98,468.55,461.27,1
449.75,459.93,469.06,1
436.41,473.31,448.6,1
440.48,466.38,459.4,1
435.59,470.11,453.85,1
433.09,469.81,452.18,1
444.58,466.12,464.96,1
447.72,462.73,466.99,1
434.34,473.75,453.11,1
446.04,465.32,466.64,1
445.65,464.32,464.35,1
450.33,461.21,469.54,1
443.42,465.88,461.73,1
447.18,463.62,465.08,1
442.52,467.24,461.02,1
442.6,467.26,459.47,1
444.66,464.9,463.44,1
439.91,467.67,461.88,1
432.9,472.14,452.09,1
433.37,474.1,450.01,1
446.05,466.69,462.75,1
444.83,463.79,467.18,1
442.42,465.74,457.68,1
434.45,472.53,451.59,1
448.33,461.04,469.73,1
444.88,463.51,465.63,1
445.4,467.64,461.67,1
445.77,463.05,464.56,1
447.55,463.16,466.07,1
432.49,472.88,451.01,1
436.92,468.46,452.54,1
444.88,465.83,463.43,1
439.57,468.93,457.35,1
447.14,463.76,468.01,1
442.29,465.06,461.77,1
442.83,469.8,458.93,1
441.55,468.32,459.67,1
444.29,464.79,462.73,1
436.42,470.38,455.34,1
445.39,463.74,464.58,1
438,469.48,455,1
447.91,464.12,466.43,1
441.25,468.76,454.65,1
432.49,471.11,449.3,1
445.92,463.55,466.22,1
445.29,463.46,463.83,1
439.04,468.86,457.93,1
433.26,472.42,450.09,1
440.65,470.73,459.82,1
436.35,473.06,455.89,1
438.74,470.71,454.41,1
449.24,461.48,469.18,1
448.3,462.31,466.39,1
439.34,471.22,455.84,1
440.85,464.71,458.62,1
439.35,465.66,457.29,1
439.45,465.76,456.2,1
444.72,464.84,463.28,1
444.04,465.71,465.02,1
445.62,464.55,462.95,1
440.82,468.21,459,1
445.56,464.26,462.79,1
433.3,473.61,449,1
444.26,462.74,466.29,1
438.75,468.04,455.08,1
432.71,472.77,447.34,1
450.08,463.49,468.51,1
444.8,461.1,467.02,1
447.52,463.36,466.93,1
432.22,471.34,449.11,1
437.84,467.8,455.63,1
449.32,460.46,466.98,1
437.36,472.56,450.07,1
442.67,465.5,463.34,1
436.24,472.09,452.71,1
449.86,464.22,469.46,1
440.82,467.2,461.32,1
436.98,471.52,457.4,1
440.22,468.46,457.77,1
439.19,472.11,455.53,1
436.98,468.95,455.36,1
444.73,462.28,465.24,1
433.44,474.25,452.89,1
439.77,469.81,455.43,1
434.09,472.1,452.56,1
441.44,465.28,463.02,1
448.83,459.74,469.23,1
439.22,467.22,455.54,1
440.83,467.04,459.03,1
