767.93,762.4,767.19,760.28,756.93,763.88,761.84,761.4,758.96,755.48,768.75,749.25,761.22,762.57,755.18,756.16,759.04,764.45,753.37,760.44,1
765.53,762.46,766.57,759.93,757.31,763.81,761.77,761.99,759.71,757.12,768.08,750.46,761.83,761.71,754.61,757.25,760.62,765.81,753.61,760.64,1
768.38,761.64,767.45,760.72,757.15,763.89,762.06,762.1,758.79,755.09,769.43,748.3,761.81,763.01,756.17,756.69,757.93,763.63,752.51,760.64,1
761.65,763.05,765.74,759.38,757.52,763.45,761.11,762.4,761.16,760.06,767.3,752.39,761.66,760.12,752.67,757.9,763.12,767.64,754.81,761.2,1
768.4,761.63,767.53,760.3,756.65,764.19,762.13,761.86,758.96,754.33,769.5,748.48,761.7,763.42,756.25,756.4,758.18,764.03,752.1,760.9,1
768.96,761.71,767.02,760.68,756.58,764.07,761.72,762.05,758.51,754.54,769.79,748.8,762.06,763.36,756.36,756.79,758.1,763.78,752.6,760.9,1
762.84,762.49,765.26,760.15,757.14,763.26,761.22,761.96,760.94,759.54,767.24,752.07,762.27,760.87,753.4,757.81,762.98,767.74,754.36,761.34,1
760.85,763.1,765.41,759.33,757.49,763.37,761.34,762.34,761.62,760.86,766.82,752.85,761.75,759.66,752.2,758.1,763.86,768.31,755.23,761.2,1
766.5,762.72,766.31,761.04,756.04,763.61,761.01,762.25,759.54,755.79,768.97,749.91,761.8,762.79,755.79,756.8,759.05,764.69,753.48,761.03,1
764.3,762.63,766.14,759.87,756.98,763.53,761.67,762.45,760.3,758.37,768.01,751,761.92,761.32,753.89,757.37,761.46,766.44,753.95,760.89,1
763.83,762.58,766.06,759.74,757.19,763.58,761.58,762.19,760.47,758.43,767.92,751.2,761.78,761.12,753.79,757.47,761.67,766.57,754.16,761.07,1
763.38,763.25,766.31,758.83,756.58,762.81,761.6,762.3,760.67,759.57,767.32,751.99,761.87,760.4,753.29,757.75,762.43,766.64,754.87,760.99,1
761.33,763.17,765.25,759.16,757.39,763.54,761.36,762.38,761.45,760.69,766.85,752.65,761.93,759.93,752.35,757.87,763.69,768.09,755.02,761.14,1
769.75,761.46,767.4,760.56,756.53,763.82,761.92,761.82,757.99,753.5,769.87,748.08,762.03,764.24,756.93,756.3,757.29,763,752.16,760.61,1
766.69,762.23,766.74,760.27,757.22,763.67,761.75,762.21,759.13,756.03,769.05,749.62,761.82,762.53,755.15,757.02,759.61,765.1,753.17,760.75,1
762.93,762.42,766.13,760.03,757.89,763.94,761.54,762.45,760.78,760.03,767.31,752.13,762.28,760.72,753.24,757.4,762.01,766.93,753.47,760.8,1
768.71,761.74,767.24,760.44,756.76,763.75,761.9,762.06,758.54,754.39,769.58,748.66,761.74,763.44,756.36,756.5,757.97,763.65,752.43,760.88,1
768.99,761.54,767.29,760.46,756.78,763.93,761.92,761.86,758.14,754.45,769.77,748.53,761.81,763.54,756.45,756.43,758.01,763.47,752.54,760.7,1
764.77,762.44,766.29,759.88,757.07,763.6,761.66,762.17,760.07,757.66,768.21,750.74,761.79,761.56,754.28,757.28,760.98,765.99,753.88,761,1
760.88,762.88,765.93,758.62,757.32,763.41,761.52,762.8,761.44,760.44,766.86,753.48,761.74,759.94,752.08,758.32,763.25,767.85,755.12,760.8,1
764.08,761.99,766.57,760.16,757.26,763.62,761.35,761.7,760.12,758.48,767.71,751.32,760.89,761.37,753.7,757.54,761.98,766.56,754.27,760.65,1
762.82,762.57,766.07,759.61,757.49,762.83,761.78,762.85,760.87,759.12,767.12,751.79,762.05,761.21,754.03,757.38,762.19,767.24,754.97,761.27,1
761.3,763.03,765.49,759.43,757.42,763.38,761.33,762.31,761.51,760.51,767.04,752.51,761.78,759.9,752.48,757.93,763.52,768,755.02,761.16,1
762.43,762.35,765.31,759.92,757.43,763.45,761.36,762.29,761.13,758.92,767.86,751.93,761.07,760.37,752.77,757.95,762.84,767.19,754.78,761.26,1
760.74,762.89,766.34,759.81,757.77,762.97,761.15,762.54,761.61,761.77,766.97,753.24,761.11,759.68,752.22,758.54,763.73,768.41,755.25,761.25,1
763.76,762.56,766.15,760.24,757.98,763.95,761.61,762.73,760.23,758.29,767.74,750.99,761.88,761,753.85,757.67,761.53,766.81,753.96,761.07,1
769.6,761.39,767.51,760.4,756.5,763.97,761.93,761.96,758.37,753.54,769.79,748.45,761.72,764.09,756.88,756.63,757.62,763.02,752.37,760.81,1
762.27,762.88,765.66,759.47,757.24,763.46,761.45,762.19,760.97,759.74,767.28,752.04,761.68,760.28,752.87,757.8,762.87,767.51,754.8,761.18,1
765.2,762.91,766.32,759.97,757.17,762.92,761.44,762.07,759.97,757.5,768.09,750.63,761.87,761.36,754.81,757.39,761.1,765.85,753.84,761.13,1
763.79,762.76,766.44,759.77,757.23,763.38,761.44,762.31,760.64,758.45,768,751.44,762.08,761.05,754.48,757.37,761.62,766.54,754.19,760.95,1
762.62,762.6,765.65,759.72,757.5,763.97,761.73,762.21,761.39,759.48,767.96,752.17,761.5,760.42,753.03,757.44,762.58,767.19,754.6,760.92,1
761.76,763.05,765.49,759.35,757.23,763.2,761.17,762.32,761.56,760.53,766.94,752.32,761.08,759.78,752.77,758.15,763.1,767.77,755.29,761.6,1
766.39,761.94,766.82,760.17,756.98,763.7,761.77,762.1,759.41,756.3,768.68,749.85,761.71,762.22,754.93,756.82,759.93,765.05,753.33,761.19,1
766.3,761.85,766.56,760.01,757.22,763.04,761.51,762.1,758.77,756.6,769.08,750.59,761.73,762.48,755.49,756.62,760.13,764.98,752.79,761.05,1
760.65,762.96,765.15,759.3,757.3,763.18,761.49,762.42,761.99,761.4,766.76,753.3,761.32,759.71,751.53,758.02,764.21,768.76,755.06,761.48,1
769.53,761.18,767.57,760.64,756.73,764.47,761.79,762.08,758.56,754.01,769.68,749.09,761.96,763.82,757.18,756.33,757.88,763.14,751.6,760.97,1
766.86,762.17,766.37,760.65,757.25,763.61,761.42,762.16,759.28,755.65,768.99,749.82,761.95,762.38,755.46,757,758.85,764.51,753.28,761.35,1
764.55,762.29,766.22,759.79,756.93,763.98,761.73,762.28,760.08,758.43,768.17,750.53,761.89,761.35,754.49,757.39,760.9,766.53,754.25,761.49,1
760.63,763.16,765.43,759.25,757.45,763.34,761.29,762.35,761.81,761.11,766.74,752.95,761.82,759.49,752.09,758.08,763.97,768.47,755.31,761.18,1
763.8,762.49,766.17,759.78,757.38,763.54,761.4,762.24,760.52,758.45,767.98,751.26,761.88,761.04,753.8,757.37,761.9,766.58,754.24,761.25,1
769.26,761.43,767.39,760.21,756.61,763.9,761.82,761.96,758.13,753.71,769.77,748.45,761.59,763.75,757.03,756.36,757.73,762.66,752.07,760.9,1
766.55,762.03,766.68,759.94,756.88,763.61,761.78,762.24,759.36,756.3,768.7,749.87,761.88,762.25,755.34,757.03,759.53,764.88,753.16,760.88,1
763.42,762.65,765.94,759.58,757.2,763.52,761.52,762.48,760.7,758.47,767.8,751.34,761.74,760.98,753.72,757.48,761.86,766.66,754.07,761.14,1
762.48,762.89,765.5,759.45,757.27,763.27,761.42,762.51,760.89,759.45,767.67,751.95,761.95,760.49,752.94,757.67,762.76,767.13,754.59,761.06,1
763.27,762.77,766,759.55,757.18,763.47,761.47,762.29,760.72,758.88,767.74,751.49,761.87,760.91,753.47,757.57,762.13,766.77,754.31,761.15,1
766.77,761.99,767.11,760.41,757.1,763.66,761.42,761.61,759.39,755.76,769.09,749.21,761.7,762.4,755.32,756.57,759.68,764.46,753.4,760.77,1
766.46,761.68,767.14,760.27,756.75,763.39,761.99,761.76,759.76,756.41,768.67,749.19,761.52,762.22,755.09,756.85,759.51,764.87,753.17,760.85,1
765.48,762.17,766.41,760.27,757.23,763.84,761.38,762.22,759.76,757.02,768.55,750.12,761.59,762.2,754.73,757.24,760.29,765.29,753.47,760.85,1
768.72,761.36,766.87,760.2,756.5,763.96,761.17,762.1,758.88,754.82,769.71,748.93,761.53,763.36,755.86,756.68,758.83,763.41,752,760.87,1
769.43,761.44,767.45,760.36,756.55,763.93,761.93,761.75,758.25,753.76,769.82,748.22,761.69,763.8,756.77,756.43,757.62,763.18,752.51,760.62,1
764.08,762.6,765.94,759.78,757.44,763.7,761.39,762.67,760.18,757.8,767.94,751.18,761.86,760.79,753.34,757.44,761.62,766.58,753.78,761.1,1
764.1,762.08,766.15,759.11,757.14,763.45,761.17,762.21,760.5,757.79,767.91,751.12,761.66,761.22,754.15,757.35,760.79,766.12,753.92,760.89,1
766.51,762.39,767.82,759.65,756.38,763.57,761.44,761.84,759.38,756.72,768.84,749.96,761.86,762.21,754.53,756.86,760.45,765.44,754.11,761.27,1
760.71,762.9,765.26,759.08,757.61,763.7,761.64,761.93,761.72,761.07,766.77,753.11,761.7,759.61,752.15,758.46,764.17,768.79,755.28,761.24,1
762.67,762.75,765.63,759.67,757.13,763.52,761.37,762.31,760.95,759.35,767.66,751.87,761.74,760.45,753.13,757.7,762.66,767.2,754.52,761.18,1
766.05,762.1,766.59,760.02,756.98,763.68,761.74,762.05,759.59,756.57,768.64,750.03,761.77,762.19,754.98,757.02,760.04,765.23,753.49,760.93,1
762.17,762.93,765.84,759.56,757.59,763.63,761.31,762.34,761.3,759.64,767.57,751.92,761.76,760.26,752.91,757.86,762.85,767.69,754.71,760.98,1
768.28,761.82,767.24,760.61,756.38,763.79,761.73,761.97,758.46,755.01,769.24,749.45,761.74,763.71,756.27,756.76,757.99,764.1,752.5,761.34,1
766.21,762.21,766.58,759.99,756.96,763.63,761.78,762.16,759.6,756.54,768.7,750.06,761.82,762.16,754.94,757.08,759.97,765.21,753.46,760.96,1
765.6,762.03,766.6,759.52,757.43,763.66,761.56,762.61,759.76,756.84,768.57,750.51,761.71,761.85,754.95,757.13,760.68,765.54,753.92,761.1,1
760.96,762.88,764.66,759.08,757.54,763.11,760.94,762.31,762.2,760.94,766.89,753.23,761.44,758.41,752.09,758.07,764.13,768.76,755.79,761.3,1
763.27,762.3,766.03,759.28,757.17,763.57,761.75,762.36,760.51,758.83,767.23,751.11,762.38,760.39,753.53,758.39,762.29,766.31,754.13,761.24,1
