257.54,257.4,259.33,256.72,260.21,253.45,259.15,260.05,254.95,260.29,259.56,260.5,257.71,252.27,255.4,262.23,259.19,255.76,257.91,252.02,255.78,257.89,257.99,257.86,258.91,261.12,256.78,261.57,253.6,258.86,250.94,259.02,259.32,258.72,262.85,256.54,257.97,258.6,257.29,259.16,258.99,256.92,259.34,261.02,262.72,253.74,259.93,257.45,260.63,256.93,1
256.57,256.7,260.02,258.79,259.99,252.59,258.68,260.6,254.46,260.32,260.55,261.1,259.25,250.98,255.56,263.17,261.04,254.53,258.1,250.33,254.39,258.05,258.37,258.13,258.63,261.58,256.2,261.71,252.67,258.36,246.94,259.12,260.14,259.46,263.93,256.55,257.2,259.79,256.05,258.85,258.63,256.88,258.5,261.99,263.43,253.94,261.8,255.6,262.18,256.53,1
256.67,258.04,259.64,257.71,260.13,253.41,259.12,260.21,254.38,259.94,260.31,260.95,258.76,252.33,255.98,262.61,260.78,255.6,257.92,251.33,255.42,257.3,258.62,257.84,258.23,261.64,255.91,261.44,253.07,257.94,248.6,259.01,258.99,259.45,262.69,256.4,258.29,259.33,257.1,258.93,258.59,256.54,259.13,261.44,262.96,254.04,260.93,255.96,261.05,257.05,1
257.68,257.53,259.8,256.15,259.69,254.01,258.76,260.25,254.63,259.93,259.2,260.27,258.39,252.58,255.49,261.74,259.26,255.88,257.41,252.9,255.95,257.7,258.23,257.82,258.21,261.01,256.92,261.34,253.65,258.94,250.88,258.63,258.6,259.29,262.96,256.32,257.69,258.53,257.45,259.43,259.17,256.71,259.69,260.81,262.31,254.05,260.23,257.39,260.78,256.94,1
257.49,258.05,259.94,255.95,259.82,254.7,258.57,259.77,254.58,259.51,259.7,260.63,257.91,252.12,255.78,261.77,259.78,256.09,257.64,252.29,255.99,257.65,257.6,257.64,258.51,261.19,257.07,261.68,253.87,258.89,250.85,258.24,259.35,259.16,262.95,256.47,258.04,258.4,257.52,258.61,259.2,256.58,259.11,260.66,262.02,254.9,259.92,257.1,260.52,256.53,1
256.01,256.98,260.63,259.55,260.02,251.44,258.52,260.92,253.9,260.28,260.95,261.51,259.21,250.5,255.51,263.38,262.14,253.95,257.73,249.25,254.89,257.97,258.68,258.23,258.49,261.88,255.83,261.54,252.01,258.12,245.14,259.27,260.44,259.91,264.35,256.78,256.81,260.02,255.85,257.64,258.05,256.19,258.54,262.18,264.36,253.47,262.3,254.88,262.42,256.4,1
259.27,259.02,259.17,253.13,260.39,256.42,257.89,259.39,255.85,260.02,257.64,259.79,257.27,254.93,255.01,260.23,257.23,257.81,257.14,255.48,258.31,257.61,257.51,257.55,258.23,260.24,258.44,260.83,254.88,259.68,256.46,258.12,257.39,258.16,261.39,255.8,258.08,257.7,259.08,260.14,259.27,257.99,260.35,259.78,260.01,254.64,257.43,259.64,258.86,258.06,1
256.95,257.72,260.08,257.54,259.82,253.06,258.31,260.74,254.36,259.49,259.8,261.09,258.77,251.42,255.44,262.33,260.62,254.68,257.66,250.8,255.14,257.84,258.23,257.88,258.51,260.69,256.77,261.21,253.29,258.68,248.88,258.82,259.58,259.87,263.41,256.51,257.1,258.68,257.27,258.18,258.46,256.31,259,261.69,262.93,254.06,261.32,256.65,261.76,256.5,1
256.15,257.85,259.76,257.6,260.44,253.49,258.75,260.35,254.53,259.88,259.3,260.5,258.37,252.04,255.52,262.4,260.52,255.38,257.73,251.64,255.87,257.77,257.93,257.47,258.53,261.23,256.44,261.87,253.32,258.54,248.85,258.49,259.73,259.82,263.73,256.59,257.05,259.18,257.2,259.08,258.56,257.05,258.57,261.5,263.06,253.41,261,256.48,261.75,256.79,1
258.96,258.06,258.65,254.17,259.91,255.36,258.87,259.77,255.2,259.68,258.62,260.01,258.56,254.47,255.27,260.79,258.21,257.34,257.92,254.16,256.33,257.07,258.12,257.22,258.4,261.05,257.66,261.42,254.84,259.28,254.34,258.8,258.47,258.11,261.98,255.82,258.28,257.92,258.33,259.42,259.31,257.32,259.74,260.43,260.76,254.28,258.89,258.98,260.22,257.3,1
258.01,258.04,259.52,255.76,260.07,254.39,258.63,260.29,254.82,260.08,259.11,260.38,258.33,253.21,255.54,261.47,259.19,256.18,257.63,252.91,256.32,257.9,257.94,257.71,258.35,260.92,257.11,261.24,253.95,258.96,251.74,258.62,258.78,258.75,262.61,256.35,257.97,258.63,257.71,259.41,259.2,257.08,259.62,260.7,261.85,254.13,259.72,257.62,260.58,256.96,1
258.2,257.86,259.52,255.1,259.9,255.14,259.02,260.03,255.2,259.96,258.83,259.68,258.55,253.22,255.54,261.28,258.29,256.65,257.1,253.38,256.6,256.95,257.97,257.21,258.53,261.45,256.85,260.92,254.48,259.19,252.78,259.05,258.38,259.12,262.6,256.5,257.2,259.16,258.01,259.99,259.85,257.42,259.88,260.46,260.95,254.26,259.49,258.32,260.24,257.63,1
257.13,257.4,259.61,257.42,259.78,253.42,258.68,260.46,254.38,260.17,259.65,260.74,258.74,252.03,255.61,262.31,260.3,255.08,257.53,251.46,255.45,257.89,258.04,257.94,258.44,261.12,256.41,261.37,253.19,258.63,249.07,258.91,259.49,259.5,263.26,256.33,257.64,259.15,257,258.82,258.72,256.71,259.14,261.51,262.86,253.88,260.83,256.68,261.34,256.79,1
