328.64,313.36,311.68,314.19,333.27,1
323.25,312.48,319.39,305.92,318.79,1
325.21,313.11,314.27,310.04,326.06,1
327.77,313.33,312.55,312.75,330.22,1
324.16,313.14,318.42,304.98,319.53,1
324.16,312.55,316.7,307.13,322.52,1
323.73,312.42,318.35,305.79,320.61,1
329.14,313.47,310.28,314.85,333.55,1
327.26,313.39,312.59,312.71,329.45,1
324.87,311.95,317.04,309.03,324.82,1
321.74,312.64,319.8,303.08,316.89,1
322.3,312.8,317.36,306.17,320.17,1
325.07,313.44,316.21,308.48,324.14,1
325.54,314.12,313.9,311.22,328.99,1
325.48,313.07,317.61,308.07,322.31,1
325.78,312.56,317.36,306.41,323.24,1
322.42,312.25,320.57,302.52,314.92,1
321.43,312.23,321.82,301.71,314.95,1
322.81,311.51,320.5,303.48,318.14,1
321.33,312.19,321.55,302.36,315.86,1
325.55,312.39,317.7,308.88,321.33,1
325.8,313.38,314.15,309.67,325.7,1
322.08,313.53,317.42,305.43,322.21,1
322.56,312.95,319.78,304.28,318.46,1
322.97,312.21,319.13,304.97,319.6,1
321.75,312.08,320.89,302.82,316.7,1
324.8,312.05,317.9,306.9,321.49,1
326.13,313.71,314.13,312.81,329.53,1
323.23,312.77,319.45,303.34,318.43,1
325.33,314.84,315.31,308.38,325.48,1
321.59,312.47,320.95,301.95,316.02,1
320.79,313.86,320.95,303.88,316.79,1
323.57,312.25,318.7,305.47,320.31,1
327.52,313.27,312.48,312.7,331.31,1
327.78,313.37,312.01,313.03,330.81,1
321.86,311.97,320.75,303.34,316.59,1
325.52,314.05,316.98,309.6,325.72,1
326.7,312.96,313.97,310.95,327.75,1
327.27,313.68,314.55,311.27,327.74,1
327.79,313.17,312.53,312.39,330.18,1
320.95,314.05,321.17,302.79,314.25,1
326.73,313.07,313.38,310.89,327.94,1
327.74,313.03,311.01,313.13,331.44,1
328.15,313.26,310.96,313.88,333.23,1
328.12,314.29,312.83,313.16,327.78,1
324.37,313.48,316.33,306.91,322.24,1
326.05,312.3,315.81,309.25,323.18,1
324.73,313.03,315.6,308.03,325.41,1
326.4,312.45,312.42,310.74,328.21,1
326.28,312.32,314.57,310.7,327.05,1
328.28,312.99,312.1,312.77,330.3,1
328,313.66,311.6,312.46,331.1,1
321.77,312.41,320.75,303.24,318.31,1
321.27,311.99,320.22,304.68,318.39,1
325.76,312.73,315.31,309.31,325.58,1
325.29,314.44,314.29,307.57,324.13,1
327.74,313.18,313.68,311.78,330.65,1
324.25,312.46,317.63,306.98,322.89,1
323.44,312.7,317.34,305.4,320.32,1
321.83,312.07,320.99,303.09,316.73,1
326.44,312.6,313.39,312.68,331.98,1
328.22,311.98,312.81,312.34,329.84,1
328.06,313.64,311.75,313.09,331.18,1
327.29,313.72,313.65,312.21,329.02,1
323.7,312.98,316.14,305.77,321.12,1
322.53,312.13,320.15,303.79,318.01,1
322.11,311.77,318.92,306.97,319.29,1
325.15,312.29,316.91,309.37,323.94,1
326,313.37,315.82,310.53,327.07,1
324.61,312.85,317.49,307.99,322.81,1
322.94,312.45,318.65,305.72,320.45,1
321.72,312.7,318.82,304.78,317.83,1
325.98,313.11,314.57,309.83,326.72,1
324.05,312.66,317.2,309.83,323.4,1
326.66,311.36,313.33,309.01,328.43,1
322.78,312.21,317.44,305.68,321.43,1
326.37,311.62,311.48,313.09,331.34,1
327.6,312.84,314.5,311.71,330.08,1
324.93,313.29,316.71,308.13,322,1
321.81,311.54,319.88,302.47,316.39,1
327.64,313,311.89,314,331.47,1
327.31,313.17,313.98,310.24,328.34,1
323.29,312.58,318.04,305.48,319.98,1
326.92,313.11,314.1,310.79,328.01,1
326.47,313.48,312.72,311.33,330.02,1
325.93,312.62,316.41,309.63,325.6,1
326.35,313.07,313.17,313.18,331.81,1
324.73,311.73,318.91,308.47,321.32,1
321.56,311.96,321.58,302.25,315.61,1
328.46,313.29,311.25,313.5,332.16,1
323.52,312,317.59,306.5,323.23,1
329.04,314.27,310.91,314.34,332.64,1
325.58,312.83,315.55,309,325.26,1
325.23,312.06,319.78,305.66,318.33,1
326.75,312.29,316.53,308.2,322.05,1
324.99,312.65,316.53,306.33,320.63,1
328.48,313.14,310.4,315.66,332.75,1
324.27,312.32,317.7,306.5,321.75,1
327.27,313.32,310.61,312.33,331.14,1
325.32,312.8,316.21,308.53,324.71,1
328.06,313.68,312.39,312.69,332.32,1
322.68,312.4,319.67,304.33,318.71,1
321.19,311.81,321.76,303.73,317.89,1
322.47,312.21,320.16,303.85,317.95,1
326.71,313.17,314.76,309.86,329.17,1
326.08,312.34,315.07,309.56,326.69,1
325.68,312.79,313.36,309.33,325.73,1
326.3,312.95,315.76,306.86,323.36,1
327.84,313.19,313.03,311.8,327.72,1
323.34,312.24,320.93,304.48,318.08,1
326.71,313,313.7,311.01,328.15,1
324.99,312.64,317.57,306.35,323.33,1
322.59,313.71,318.82,306.54,322.58,1
326.09,313.01,316.22,308.58,325.63,1
325.53,313.01,313.63,311.75,330.34,1
327.56,314.15,312.03,312.2,331.9,1
320.46,311.56,319.12,304.39,318.42,1
326.39,312.23,313.15,308.86,326.55,1
326.83,312.48,312.51,311.45,329,1
322.45,312.17,320.13,303.89,318.1,1
321.82,311.33,321.56,302.23,316.42,1
324.06,311.56,320.95,304.4,316.8,1
328.84,313.05,313.52,310.14,328.87,1
324.17,312.55,317.91,306.28,321.39,1
322.57,312.24,317.95,305.87,321.86,1
325.45,314.09,317.62,306.4,322.6,1
321.39,312.14,321.52,302.65,315.84,1
329.87,312.62,312.04,315.03,331.37,1
324.23,312.45,317.56,306.72,322.05,1
323.71,312.48,318.43,305.99,320.67,1
325.28,312.54,312.56,311.06,328.13,1
326.51,312.85,314.78,309.85,326.65,1
322.08,311.31,320.76,303.73,317.5,1
328.36,313.74,313.97,314.15,330.57,1
323.41,312.22,318.9,305.1,320.19,1
327.81,312.91,310.62,314.71,330.82,1
324.62,312.48,318.1,304.33,320.13,1
328.43,313.14,310.2,314.23,333.25,1
326.37,311.77,315.92,310.12,323.87,1
326.61,313.98,313.13,310.61,327.29,1
327.16,314.52,312.77,310.83,327.11,1
326.38,312.21,315.35,309.47,326.68,1
326.76,314.8,313.98,309.79,327.73,1
323.81,312.69,320.85,302.92,318.35,1
327.92,314.24,313.17,312.39,331.41,1
323.22,312.37,319.01,304.74,319.26,1
323.49,312.21,316.93,306.45,323.11,1
327.23,313.31,312.64,312.9,330.5,1
326.42,313.14,312.39,311.52,330.72,1
319.5,311.06,321.15,303.5,315.83,1
327.88,312.8,312.66,310.95,332.29,1
328.3,314.15,310.58,312.69,331.67,1
328.2,313.06,311.65,310.09,328.12,1
324.61,312.66,317.07,307.13,322.62,1
326.23,312.57,314.58,311.76,327.24,1
330.4,313.39,311.27,313.28,334.55,1
326.4,312.28,313.01,311.1,329.88,1
324.66,312.62,316.95,307.4,322.97,1
328.47,312.25,309.49,312.7,331.49,1
328.48,313.42,311.14,313.95,331.87,1
323.31,311.88,318.24,306.09,320.44,1
327,313.11,313.41,311.37,328.63,1
322.01,312.1,320.9,302.84,316.37,1
327.93,314.53,311.96,314.08,331.13,1
324.59,311.1,319.65,305.27,318.11,1
327.45,311.51,312.17,311.99,327.65,1
329.18,314.05,310.96,314.83,333.66,1
324.97,312.69,316.33,308.04,325.36,1
327.46,313.2,312.98,311.96,329.46,1
326.3,312.71,316.73,310.07,325.33,1
326.4,311.8,313.24,311.72,328.05,1
322.51,312.25,319.36,305.55,320.13,1
328.58,313.55,310.92,314.53,333.26,1
325.55,313.02,315.42,309.34,325.41,1
327.61,313.97,311.75,312.82,333.88,1
326.2,312.94,314.75,310.24,326.26,1
324.51,312.47,316.75,307.56,323.18,1
329.36,313.58,312.23,314.13,331.43,1
325.19,312.84,317.32,307.23,324.32,1
325.04,312.89,315,307.58,325.07,1
321.66,312.03,321.73,302.02,315.59,1
326.62,312.68,312.42,313.33,327.98,1
323.28,314.27,315.42,308.37,323.8,1
322.22,312.21,321.21,302.92,315.44,1
328.66,310.92,311.45,314.37,332.39,1
326.06,314.02,315.21,308.7,325.86,1
326.63,313.06,313.9,310.72,327.8,1
322.01,310.4,318.52,304.76,318.6,1
324.24,310.58,318.13,306.3,318.95,1
325.11,313.05,317.04,307.71,323.92,1
323.8,311.73,320.07,301.87,318.91,1
327.71,311.59,313.56,311.33,327.48,1
