321.79,311.76,330.29,314.26,328.65,308.7,321.34,317.84,299.58,327.74,1
317.92,312.82,332.55,326.38,320.8,307.03,322.96,320.78,307.78,323.13,1
320.87,311.73,330.63,306.51,334.26,310.97,320.49,316.6,297.08,330.05,1
318.9,319.8,334.99,315.8,332.39,302.44,315.38,319.24,296.32,326.72,1
318.78,316.77,333.5,323.13,324,305.66,323.26,319.84,304.38,324.22,1
321.19,306.29,328.21,319.8,323.48,315.12,325.67,319.82,305.18,323.7,1
321.88,305.45,327.47,311.25,328.54,318.66,326.26,319.75,302.31,326.41,1
322.34,305.36,327.73,315.61,323.86,317.33,325.86,318.84,305.32,327.25,1
321.66,300.96,327.1,311.74,324.15,321.76,326.6,319.12,304.83,327.59,1
320.6,299.23,325.88,317.15,320.37,322.67,330.26,320,310.26,324.91,1
318.67,317.3,334.64,320.45,327.06,302.92,318.58,319.24,301.98,324.99,1
321.98,300.33,326.7,311,325.51,321.9,327.63,318.08,305.45,327.41,1
320.78,316.02,332.82,312.03,331.24,305.77,318.95,319.19,297.84,328.92,1
321.26,300.93,325.46,314.35,322.37,322.96,328.96,319.55,307.11,326.72,1
318.85,310.7,331.63,319.63,324.68,309.66,323.25,318.66,305.37,324.97,1
321.35,314.6,331.98,305.34,335.13,308.41,317.26,318.09,294.74,329.83,1
322.58,311.68,331.43,312.05,329.56,309.47,322.75,318.38,297.83,328.02,1
321.01,310.07,330.45,311.85,329.35,311.5,321.84,317.91,300.44,327.83,1
321.66,310.66,331.24,304.28,333.59,312.18,319.21,317.2,296.4,331.09,1
318.74,309.65,330.79,324.1,320.84,310.94,324.43,320.61,308.3,323.37,1
318.49,316.56,334.33,323.86,324.75,303.21,319.98,319.44,304.36,324.77,1
322.17,310.8,331.61,309.87,332.8,310.72,319.4,318.78,298.33,330.59,1
317.78,314.82,333.33,326.15,320.7,305.66,321.61,320.95,306.46,322.73,1
318.73,312.14,332.08,319.7,325.37,307.67,322.02,319.5,303.93,325.65,1
318.33,317.41,334.67,322.14,326.42,302.34,318.59,319.38,304.83,325.19,1
320.22,300.51,325.6,317.58,321.7,322.76,329.57,319.9,309.02,324.74,1
321.05,315.84,332.51,305.98,333.43,306.34,318.19,317.49,294.93,329.34,1
321.17,301.31,325.83,313.98,322.9,322.24,329.06,318.94,307.04,326.08,1
318.99,318.64,335.72,319.82,328.81,301.1,317.46,319.05,300.2,325.55,1
321.89,309.3,330.54,307.66,331.85,311.54,321.18,317.81,298.58,329.18,1
317.56,312.36,332.01,321.24,322.87,306.83,322.6,321.31,305.41,325.28,1
321.8,305.21,328.54,308.18,329.45,317.45,324.94,317.51,300.55,329.2,1
322.83,310.98,330.19,305.12,333.84,312.97,320.69,317.13,296.41,330.47,1
323.02,306.15,328.08,299.86,334.71,318.26,323.7,316.31,294.99,331.01,1
321.85,314.52,333.41,314.3,329.51,305.44,321.14,318.88,300.1,326.43,1
322.38,305.72,327.65,305.86,330.82,318.08,325.3,317.8,298.71,330.11,1
323.21,305.17,328.89,305.35,332.36,317.31,322.35,316.61,298.21,329.11,1
320.73,306.59,328.46,319.66,322.25,315.95,328.39,319.96,309.2,325.61,1
320.34,315.79,333.63,312.44,331.1,305,317.81,318.43,297.94,328.29,1
