719.3,711.22,714.61,713.45,719.53,711.6,713.49,717.38,718.75,715.2,1
715.06,708.87,715.23,712.3,718.69,712.07,716.31,718.42,711.13,713.18,1
717.57,718.49,716.37,715.7,715.67,720.41,720.68,715.78,713.88,719.13,1
713.74,724.63,717.84,719.74,711.81,725.91,722.77,713.48,710.91,720.47,1
716.13,723.73,721.47,713.63,713.52,714.54,715.91,711.64,723.03,715.85,1
715.69,724,719.53,720.48,711.32,718.07,718.4,713.9,717.2,718.97,1
715.33,713.57,718.03,719.86,712.3,708.14,717.14,722.05,706.47,714.97,1
720,721.17,717.95,710.4,718.88,718,714.84,709.88,729.35,718.19,1
711.45,723.89,718.27,720.41,710.23,720.61,717.29,713.18,715.53,716.36,1
720.24,711.21,715.14,721.23,715.95,707.99,714.44,722.55,713.46,717.08,1
715.57,720.11,720.07,709.06,716.73,713.24,713.33,710.71,725.93,712.91,1
716.06,720.35,720.49,719.86,711.29,708.66,713.7,716.38,720.84,715.02,1
717.59,716.08,713.88,719.72,716.32,720.34,718.29,717.29,713.09,719.73,1
715.81,714.39,715.13,723.58,712.34,711.59,713.8,720.27,712.22,715.43,1
716.96,717.92,715.65,718.41,715.03,713.06,709.49,713.9,727.66,714.75,1
715.11,706.17,708.33,717.58,720.26,717.77,713.87,719.32,711.72,714.72,1
713.41,718.17,714.89,723.34,712.31,720.89,717.65,716.5,711.07,717.68,1
718.36,715.85,718.13,720.81,713.56,711.33,719.91,721.95,706.99,718.09,1
717.42,722.77,717.7,713.03,716.68,721.41,716.47,709.86,725.46,718.51,1
716.17,705.38,712.45,712.13,720.48,711.85,715.15,720.29,709.96,712.82,1
715.49,714.45,715.29,711.14,718.56,716,713.54,713.36,720.9,713.88,1
714.24,712.74,713.37,715.66,717.27,714.71,710.46,714.98,721.49,712.9,1
716.59,710.42,715.11,724.94,713.49,708.85,714.79,724.72,706.28,716.19,1
715.67,711.88,713.81,715.22,717.5,708.08,706.15,715.43,726.97,710.99,1
719.56,708.05,714.23,713.47,719.69,707.85,713.52,721.02,714.27,713.99,1
711.44,718.83,717.64,716.71,712.85,721.2,722.03,716.14,705.09,716.11,1
720.13,706.5,709.97,718.07,720.99,712.11,711.37,720.26,718.65,716.26,1
717.5,718.56,716.65,711.67,718.02,719.14,714.18,711.25,723.91,716.17,1
712.82,719.36,715.27,719.38,714.39,724.51,717.82,713.63,714.07,717.91,1
714.41,709.78,714.21,711.95,718.88,715.57,716.66,717.68,710.22,713.26,1
713.08,719.69,716.59,717.55,713.36,716.87,713.79,713.93,720.18,714.36,1
719.13,715.92,714.92,718.11,717.29,714.28,709.94,715.47,726.77,716.73,1
713.14,708.5,709.05,712.58,721.2,725,716.29,714.8,712.46,715.11,1
716.8,708.82,709.93,725.22,715.59,717,715.34,722.58,707.83,718.26,1
717.21,724.52,717.5,716.17,715.05,725.01,720.22,710.98,719.99,721.08,1
711.77,721.2,718.53,718.08,711.51,721.02,722.91,715.5,705.96,716.89,1
718.89,713.68,712.29,715.41,719.85,720.52,714.81,714.79,720.69,718.51,1
716.36,718.75,719.61,709.27,717.22,712.03,712.18,711.49,725.38,713.15,1
720.7,707.6,712.76,715.58,720.49,710.47,713.54,720.78,716.93,715.91,1
716.57,713.1,715,721.46,713.96,711.46,716.29,720.73,710.34,716.85,1
715.5,714.99,714.33,716.14,717.1,719.79,716.96,715.91,714.38,717.12,1
710.62,716.79,713.86,712.29,717.38,729.12,720.08,711.82,711.13,716.27,1
720.83,708.29,714.78,707.39,723.4,711.99,715.08,717.09,717.99,715.24,1
717.07,714.18,713.22,726.29,713.09,711.83,712.77,721.83,714.43,717.23,1
719.19,708.53,709.61,718.47,720.87,717.04,714.37,719.91,714.76,717.69,1
714.46,723.56,722.4,719.63,710.54,712.37,719.11,717.28,711.52,716.48,1
714.59,716.64,713.07,714.43,718.03,726.96,720.31,713.49,713.01,719.1,1
717.16,727,720.43,721.03,710.94,720.07,720.53,713.86,716.84,721.18,1
721.59,716.95,719.1,719.31,714.39,707,716.94,721.17,715.29,719.07,1
714.9,715.77,719.16,712.62,714.68,712.59,717.56,717.11,711.1,713.29,1
718.18,719.74,720.11,717.39,713.98,714.25,719.56,716.87,712.71,718.18,1
714.71,724.33,722.93,713.87,712.12,716.22,721.39,714.1,713.53,716.99,1
715.73,714.49,714.92,714.41,716.85,716.86,715.21,715.28,716.01,714.75,1
713.77,716.46,717.85,706.53,718.64,717.4,716.56,711.18,718.96,712.84,1
715.65,707.3,713.72,720.94,715.37,707.54,714.5,725.05,705.44,713.07,1
