319.86,320.02,319.85,320.14,319.65,320.19,319.84,319.91,319.79,305.66,320.02,319.84,320.4,319.75,319.84,314.9,319.96,320.06,319.49,324.81,1
320.12,319.84,320.08,319.91,319.98,320.17,319.88,319.85,319.87,308.62,319.82,320.01,319.97,320.15,319.96,323.12,320.01,319.81,314.41,323.75,1
320.04,319.91,319.95,319.97,319.74,320.04,320.02,320.12,319.91,330.25,319.86,320.14,320.17,319.9,319.88,325.13,319.94,319.97,308.48,329.85,1
319.93,319.93,319.89,319.94,319.98,319.95,320.12,320.03,320.04,312.07,319.95,320.1,319.92,319.85,319.98,314.51,319.94,320.05,308.1,323.18,1
319.95,320.24,319.85,320.03,320.1,319.88,320.1,320.18,319.82,323.8,319.85,319.89,320.04,319.93,319.92,320.2,319.78,320.03,309.25,325.89,1
320.08,319.98,319.75,320.09,319.78,319.48,320.14,320.36,319.84,314.2,319.49,319.87,319.73,319.86,319.84,314.97,320.18,319.77,313.79,311.1,1
320.06,320.08,319.95,319.92,320.06,320.16,320.04,320.03,319.89,321.65,319.8,320.07,320.23,319.94,319.94,321.69,319.9,319.87,328.77,323.43,1
320,319.99,320,319.99,319.96,319.99,319.96,320.01,319.93,322.05,319.93,319.99,319.97,319.98,319.96,319.4,320.03,319.99,305.47,309.62,1
320.07,320.18,320.01,319.79,320.05,319.99,319.92,319.8,319.86,333.3,319.94,319.82,319.7,319.95,320.05,322.89,319.93,319.85,308.75,327,1
320.06,320.02,320.01,320.04,319.99,319.96,319.94,320.09,320,305.23,320.09,319.96,319.95,320.13,320.01,321.08,320.06,320,334.44,315.98,1
319.97,319.85,319.97,320.09,319.9,320.02,319.97,320.05,319.95,331.53,320.05,320.07,320.03,320.13,320.11,323.02,319.95,319.89,324.18,312.71,1
320,319.9,319.99,320.03,319.85,320.02,319.89,319.94,320.04,320.91,319.97,320.04,319.96,319.99,319.9,320.57,319.94,319.98,330.38,324.3,1
319.89,320.05,320.21,320.2,319.78,320.01,319.96,319.98,320.07,309.68,319.99,319.94,319.96,320.09,319.68,325.09,320.19,319.83,313.26,323.79,1
319.93,320.13,320.18,319.44,320.03,319.99,319.69,319.69,319.92,312.04,320.01,319.73,319.95,319.92,319.84,321.53,320,320.06,317.33,321.55,1
319.97,319.91,319.96,319.91,319.93,319.9,320.02,319.99,319.99,317.16,319.99,319.94,319.95,319.99,319.99,320.14,320.03,319.92,313.16,310.16,1
320.23,320.4,319.8,320.1,319.98,320.53,320.12,320.18,319.9,322.6,320.22,320.31,319.4,319.85,319.95,318.05,320.03,320.03,331.93,329.33,1
319.79,320.11,320.22,320.1,319.83,319.81,320.34,319.46,319.78,318.37,320.34,319.8,320.06,319.72,320.21,317.64,320.05,319.57,323.96,317.02,1
319.96,319.65,320.11,320.46,319.77,320.08,319.79,319.94,319.83,312.22,320.3,319.84,319.94,319.72,319.79,315.52,319.75,320.15,322.88,322.52,1
319.74,319.87,320.45,319.9,320.27,320.51,319.91,320,319.87,316.66,319.87,319.96,319.91,319.86,320.24,316.86,319.56,320.24,336.69,324.19,1
319.84,319.96,319.94,319.96,319.81,319.85,320.03,320.06,320.1,316.1,320.05,319.88,320.14,319.81,320.13,322.85,320.19,319.73,319.92,309.86,1
319.98,319.98,319.98,319.98,319.97,319.98,319.98,319.98,319.98,332.76,319.97,319.98,319.98,319.97,319.98,324.59,319.98,319.98,333.23,330.1,1
319.98,320.21,319.64,319.7,319.64,320.26,319.98,320.07,319.91,314.67,319.98,320.05,320.1,319.95,319.99,317.62,319.84,319.93,324.87,326.88,1
320.05,319.93,320,319.98,319.98,320.05,320.07,320.01,319.96,316.54,319.91,320.02,320.06,319.93,320.04,323.95,319.92,319.98,303.62,319.44,1
320.02,320.08,319.76,319.59,319.98,319.99,319.77,319.96,319.89,312.77,320.1,319.6,319.49,320.17,320.26,320.17,319.65,319.79,313.1,328.58,1
320.02,319.86,319.79,320.14,319.96,319.9,320.11,319.88,319.99,315.05,319.97,319.84,319.94,320.26,319.96,321.77,320.09,319.96,321.56,316.29,1
320,320.11,319.86,319.95,319.92,319.93,319.95,320.01,320.12,316.61,320,319.89,319.98,319.9,319.98,315.69,319.94,319.95,320.07,328.65,1
319.97,320.01,320.05,319.97,320.11,319.95,320,319.94,319.97,321.86,320.02,320.01,320.03,320,319.91,322.44,320.03,319.99,312.5,316.83,1
320.06,319.82,319.88,320.1,319.97,319.96,320.12,320.13,320.16,313.42,320.12,319.64,319.64,319.94,319.81,319.27,319.97,320.16,330.87,316.82,1
319.89,319.96,320.04,320.02,319.97,319.91,320.09,319.95,319.91,321.15,320.05,320.02,319.95,320,319.93,320.52,319.99,319.89,316.22,325.44,1
320.3,320.22,320.09,320.17,320.31,319.88,319.75,320.23,319.93,316.66,320.08,319.75,320.05,320.72,319.56,323.83,320.19,319.79,323.13,325.86,1
319.98,319.99,319.97,319.99,319.95,319.97,319.97,319.95,319.98,305.7,319.97,319.96,319.97,319.96,319.99,325.08,319.99,319.93,335.86,330.52,1
319.89,320.28,319.72,320.15,319.8,320,319.86,320.61,320.44,313.85,320.04,320.07,320.34,319.91,320.24,325.32,320.04,319.66,306.01,318.52,1
320.23,319.76,319.93,320.02,319.95,319.99,319.9,320.08,319.59,316.26,319.72,320.33,319.99,320.25,320.13,319.82,320.06,319.77,328.1,327.16,1
320.12,319.91,319.59,320.04,319.85,319.82,320.06,319.96,320.09,316.31,320.1,319.2,320.05,319.66,319.66,319.72,319.86,320.07,330.98,314.75,1
319.9,319.91,320.03,320.08,319.89,319.88,320.18,319.91,319.96,319.51,320.23,319.9,319.85,319.92,319.85,320.69,320.04,320.04,328.56,322.75,1
319.85,320.11,320.07,320.1,319.93,320.05,320.14,320.01,319.99,310.59,319.96,319.93,320,319.91,319.9,323.22,319.95,320.1,327.94,320.19,1
320,319.99,320.11,319.83,319.93,319.82,319.92,319.88,320.14,325.18,319.94,320.01,319.99,320.17,320.08,315.07,319.91,319.95,336.39,329.93,1
319.86,320.1,319.85,319.64,320.19,319.92,319.67,320.18,320.04,325.31,319.97,320.19,319.88,320.21,320.04,324.99,319.85,319.7,322.5,312.86,1
319.98,319.94,319.97,319.95,319.97,320.01,319.98,319.98,319.96,313.28,319.98,319.98,320,319.97,319.99,315.12,319.95,319.96,325.52,309.76,1
320.23,319.95,319.95,320.28,320.52,320.17,319.8,319.96,319.62,313.99,319.59,320.49,319.68,319.94,320.03,319.64,320.13,320.29,317.11,320.39,1
319.83,320.05,320.08,319.64,320.14,319.78,319.89,319.97,319.96,324.15,319.9,319.9,320.21,320.11,319.73,321.78,319.95,319.93,322.63,309.61,1
320.27,319.97,319.97,320.1,320.23,320.28,319.64,319.88,319.67,325.84,319.74,320.22,320.31,320.04,320.02,319.26,319.58,320,336.53,316.44,1
320.1,320.03,320.26,320.21,319.89,320.29,319.99,320.26,320.22,322.55,320.12,319.47,320.2,320.19,320.43,324.45,320.04,319.93,336.13,323.55,1
319.99,320.04,319.91,320.13,320.05,319.75,320.07,319.82,319.94,310.38,320.08,320.2,320.26,319.85,320.07,316.05,320.21,319.8,306.95,324.18,1
319.79,320.18,319.66,320,319.91,319.69,319.62,320.09,319.68,317.49,320.14,320.07,319.77,319.72,320.31,317.56,319.87,319.57,308.15,314.99,1
319.98,319.94,319.98,319.9,320.05,319.91,320.03,319.99,320.03,323.29,319.94,319.96,320.01,320.03,319.94,315.8,320.02,320.02,312.54,327.7,1
320.02,320.05,319.95,319.95,319.95,319.96,320,319.94,319.98,327.7,319.98,320.02,319.99,319.93,319.96,325.3,320.01,319.95,335.19,319.88,1
320.63,320.13,320.06,320.01,320.12,319.84,319.85,319.79,319.95,307.71,319.82,319.96,319.56,319.82,319.8,318.6,319.79,320.04,313.1,324,1
319.96,319.84,320.04,320.18,319.94,319.98,319.84,320.06,319.83,317.23,320.25,320.07,319.9,319.92,319.9,318.03,319.91,319.93,312.66,311.81,1
