268.63,268.17,268.94,262.03,257.14,250.11,268.36,256.95,267.93,262.86,1
268.16,268.8,268.49,261.57,256.98,250.76,268.95,267.04,268.4,262.56,1
268.34,268.32,268.22,261.78,257.35,250.06,268.48,257.96,268.07,263.08,1
268.39,268.27,268.1,261.81,257.44,250.47,268.37,258.99,268.05,263.05,1
268.13,268.2,268.45,261.64,257.48,250.04,268.19,259.57,267.93,262.84,1
268.41,268.27,268.31,261.78,257.59,250.3,268.39,256.33,268.1,262.99,1
268.56,268.62,268.09,262,258.2,250.99,268.26,257.48,267.81,262.65,1
268.57,268.53,268.07,261.61,257.36,250.26,268.18,261.51,268.11,262.69,1
268.32,268.43,267.79,261.82,257.63,249.85,269.47,258.06,268.65,263.39,1
268.17,268.41,268.29,261.63,257.37,250.23,268.71,268.02,267.93,262.72,1
268.53,268.79,268.29,261.91,257.74,250.22,268.55,253.84,268.02,263.24,1
267.59,268.33,268.8,262.68,258.04,249.91,268.96,251.79,268.34,262.7,1
268.73,268.47,268.33,262.28,257.34,250.76,267.4,258.36,267.97,263.33,1
268.38,268.32,268.25,261.8,257.41,250.4,268.33,257.01,268,262.98,1
268.33,268.3,268.35,261.84,257.52,250.25,268.3,259.79,268.04,262.98,1
268.86,268.17,268.74,262.31,258.46,250.09,268.27,252.86,268.47,262.78,1
268.48,268.88,268.32,261.49,257.67,250.19,267.91,257.15,268.05,262.97,1
268.46,268.24,268.5,262.26,257.7,250.27,268.17,257.36,267.76,263.21,1
268.01,267.4,267.87,261.06,257.75,250.78,268.6,266.04,267.85,263.15,1
268.48,268.6,268.33,261.9,256.81,250.1,268.95,256.41,267.73,262.65,1
268.94,268.12,268.72,261.8,257.72,250.92,268.44,261.77,267.81,263.06,1
268.78,267.48,269.26,262.51,257.32,250.49,268.22,259.78,268.16,262.22,1
268.48,267.91,268.15,261.65,257.48,250.32,268.43,253.73,267.84,262.45,1
268.17,268.12,268.35,261.42,257.23,250.4,268.06,266.27,267.98,262.85,1
269.08,268.54,268.3,262.1,257.02,249.96,269.23,251.33,267.63,263.37,1
268.74,267.84,268.25,261.41,257.69,250.9,267.57,251.53,267.41,263.64,1
268.49,268.36,268.3,261.7,257.35,250.28,268.26,264.87,268.14,263.5,1
268.01,268.16,268.44,261.83,257.53,250.49,268.58,263.44,267.98,263.52,1
268.42,268.31,268.33,261.8,257.53,250.29,268.45,259.99,268.12,263,1
268.45,268.34,268.07,261.97,257.04,250.58,268.63,264.69,267.8,262.76,1
268.14,269.38,268.11,260.94,257.59,251.01,268.57,257.05,268.87,263.12,1
268.86,268.52,268.21,261.78,257.87,250.23,268.12,253.2,268.43,262.91,1
268.65,267.8,268.48,262.27,257.12,249.81,268.53,253.63,267.67,263.28,1
268.31,268.65,268.58,261.35,257.41,250.73,268.58,255.27,268.54,263.1,1
267.79,267.48,268.39,261.2,258.15,250.1,267.64,257.12,267.39,263.21,1
268.38,268.32,268.32,261.78,257.51,250.32,268.44,264.4,268.1,263.01,1
268.35,268.16,267.99,261.83,257.75,250.18,268.48,253.59,268.12,262.95,1
268.9,268.45,268.43,261.26,257.08,250.32,269.24,267.85,268.01,264.21,1
268.18,268.46,268.61,261.64,257.78,250.95,267.81,267.34,268.42,262.88,1
268.14,268.14,268.48,262.37,257.41,250.1,268.42,256.89,268.32,263.59,1
268.17,268.18,268.3,261.8,257.34,250.4,268.46,252.56,267.98,262.87,1
268.36,268.13,268.37,261.46,257.59,250.47,268.83,252.89,268.12,262.93,1
268.66,268.54,269.14,261.86,257.11,250.29,268.42,258.45,267.98,263.51,1
268.17,268.1,268.33,261.74,257.57,250.56,267.82,260.11,268.46,262.91,1
268.68,268.09,268.79,261.42,257.73,250.47,268.1,259.28,267.71,262.99,1
268.4,268.3,268.3,261.77,257.49,250.33,268.43,255.73,268.11,263.02,1
268.49,268.12,268.42,261.76,257.55,250.41,268.32,254.86,268,263.3,1
267.99,267.92,268.51,262.79,257.47,250.35,267.86,268.65,268.03,263.43,1
268.49,268.27,268.21,261.45,257.49,250.09,268.65,257.72,267.81,262.83,1
268.36,268.38,267.92,261.88,257.68,249.96,268.38,266.49,267.99,263.11,1
268.23,268.62,268.51,261.44,257.78,250.09,268.06,260.32,268.27,263.73,1
268.06,268.3,268.81,262,257.28,250.22,268.44,255.02,268.44,262.78,1
